CODE,BAR - CODE,,ID,CATEGORY,VARIETY,FABRIC,PRICE,IMAGE_SOURCE,
ZXQQPW2401220010082,sz2306150309359908,395,16396,Women Apparel,XL,100%Cotton,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/08/21/5b/169258528848340dae3f1d127f6eafd4fe79e92e50_thumbnail_405x552.jpg,
ZXQQPW2401220010084,sz2309040845414844,284,16397,Women Apparel,M,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/14/1f/1694665088e2e75fa370f124f902bd3e6c3d25a269_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sz2308026303278921,340,16398,Women Apparel,M,3%Elastane & 97%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/25/3c/1698223403d1a2fadee49bdbe2cebbdc5f4da4ff4b_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sz2305251470045336,415,16399,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/06/02/168568428234ccea8689a94b35fb32d1357b70f82b_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sz2309013562943943,282,16400,Women Apparel,L,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/18/22/1695024224b1ea217457e48cb2b972fdecbc18b6dc_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sw2206019064605858,193,16401,Women Apparel,M,28%Viscose & 72%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2022/09/19/1663552118a7fc91bc2d6f63880dd40d6282c67dc8_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sz2303073844434043,251,16402,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/03/17/16790424664776eb0da6edc78ebdb7c1702e785141_thumbnail_405x552.jpg,
ZXQQPW2401220010085,sz2311068651593337,282,16403,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/21/d6/170053202409e7b2c446d5138357ac95238a1d371c_thumbnail_405x552.jpg,
ZXQQPW2401220010087,sz2309148266783818,280,16404,Women Apparel,M,5%Elastane & 95%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/17/32/1697497886d35a36bc98fbccc5e0b311a4de96d4fa_thumbnail_405x552.jpg,
ZXQQPW2401220010088,sz2308049722944545,415,16405,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/21/a1/169530778541bc67552033f0a866a00ff18572e33f_thumbnail_405x552.jpg,
ZXQQPW2401220010088,sz2307262311121053,254,16406,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/09/80/169683701431ae6259aa3a2d1aa60a0fdd7f587fa3_thumbnail_405x552.jpg,
ZXQQPW2401220010090,sz2310131988853378,290,16408,Women Apparel,XL,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/23/09/16980602837d26b7fa52728127d90ca223fa105c6f_thumbnail_405x552.jpg,
ZXQQPW2401220010090,sz2310186626898964,318,16409,Women Apparel,L,7%Elastane & 93%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/17/49/1700184840cae2477ec86932acc96d12f3ab961e35_thumbnail_405x552.jpg,
ZXQQPW2401220010093,sz2308169548115542,111,16410,Women Apparel,S,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/25/87/169823182803694bd342dca178fc2032adf180ed61_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2309032196660769,349,16412,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/26/58/16982972457d6c935d938c1d0337e2fe66752c300b_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2303217144833463,405,16413,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/04/11/16811424532b1d92dab36e9f68e358e21680b9c21b_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2311224759806944,356,16414,Women Apparel,S,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/12/16/87/1702709346a76549298d65781781f1ee9cfba3b329_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2309045202411839,336,16415,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/18/1e/1695019706945ea51997bfc74b16befa9913208565_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sw2206066940016180,244,16416,Women Apparel,M,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2022/09/16/1663299979934a7976c2b212c2abc68f1a7d9d5b2c_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2309010265342529,425,16417,Women Apparel,XL,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/14/01/1697248883ff360d4ac838888973ae6c71e2f37476_thumbnail_405x552.jpg,
ZXQQPW2401220010095,sz2310304469498988,357,16418,Women Apparel,M,5%Elastane & 95%Cotton,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/15/97/17000330618eecfd2ecb5d68e3c842c24b5d302c40_thumbnail_405x552.jpg,
ZXQQPW2401220010097,sw2301052836230000,138,16419,Women Apparel,L,100%Viscose,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/03/04/1677909921eb4cc84bf45674456b6464e1e7202ca8_thumbnail_405x552.jpg,
ZXQQPW2401220010097,sz2310031029407656,352,16420,Women Apparel,Tall XL,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/09/cd/1699510672d08dcae15a90ef410e984f3884bb3d5c_thumbnail_405x552.jpg,
ZXQQPW2401220010097,sz2306061904106991,485,16421,Women Apparel,M,6%Elastane & 94%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/07/57/16940717211435870998247ef3b1fe2d580fe8f563_thumbnail_405x552.jpg,
ZXQQPW2401220010097,sz2311249663027320,488,16422,Women Apparel,M,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/12/01/13/1701426326b18fc0293f0acec82d4144d3ea05a22c_thumbnail_405x552.jpg,
ZXQQPW2401220010099,sz2309166140150607,234,16423,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/23/aa/1698029215be91b5e4eb5cda2b41e8891050ec59c7_thumbnail_405x552.jpg,
ZXQQPW2401220010099,sz2310127066822628,277,16424,Women Apparel,XL,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/30/65/169863195199d6df3307a56aac13c9dce77c6bcb1b_thumbnail_405x552.jpg,
ZXQQPW2401220010099,sz2310304469498988,357,16425,Women Apparel,M,5%Elastane & 95%Cotton,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/15/97/17000330618eecfd2ecb5d68e3c842c24b5d302c40_thumbnail_405x552.jpg,
ZXQQPW2401220010102,sw2209213633173017,285,16426,Women Apparel,L,95%Polyester & 5%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2022/10/25/16667050004e9c123e8e041405d981638fd2888b88_thumbnail_405x552.jpg,
ZXQQPW2401220010102,sz2309040111888067,381,16427,Women Apparel,XL,5%Elastane & 95%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/24/7c/1698115840b5ccf9e37d2ebd1409c84779c7d4ba1a_thumbnail_405x552.jpg,
ZXQQPW2401220010102,sz2310278222083515,328,16428,Women Apparel,S,92%Polyester & 8%Elastane,"$ 109,000",,
ZXQQPW2401220010102,sz2311018834380471,291,16429,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/21/7d/1700536764fc90a0b07d33d8c35ca9223633b476f2_thumbnail_405x552.jpg,
ZXQQPW2401220010102,sz2311174854152363,429,16430,Women Apparel,XL,5%Elastane & 95%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/23/ad/17007087893ed4e9270f5431edcd7998b919a22af0_thumbnail_405x552.jpg,
ZXQQPW2401170010011,sz2306085925505515,334,161101,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010011,sf2111307199899277,763,161102,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010012,sz2308136489439401,336,161103,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010012,sz2309208232169287,340,161104,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401170010012,sz2305309550186857,278,161105,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010049,sf2302136888846820,683,161106,Women Apparel,2XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401170010049,sz2310148143398882,353,161107,Women Apparel,3XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401170010051,sz2309286466270606,665,161108,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010054,sz2310075600607099,361,161109,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010054,sz2309117957497737,443,161110,Women Apparel,4XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010054,sz2303280161802888,246,161111,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010054,sz2309268330848887,374,161112,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010106,sz2309198524351782,435,161113,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401170010106,sz2308291605164324,459,161114,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010129,sz2303090135062158,271,161115,Women Apparel,3XL,5%Elastane & 95%Polyamide,"$ 109,000",,
ZXQQPW2401190010129,sf2203142278224834,186,161116,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010130,sz2306301103061337,305,161117,Women Apparel,0XL,2%Elastane & 37%Viscose & 61%Polyamide,"$ 109,000",,
ZXQQPW2401190010141,sz2309059866849799,491,161118,Women Apparel,4XL,25%Cotton & 70%Polyester & 5%Viscose,"$ 109,000",,
ZXQQPW2401190010141,sf2208086700650398,447,161119,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010141,sz2309275399577775,258,161120,Women Apparel,4XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010148,sz2310301880408444,468,161121,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010151,sz2308160011351033,332,161123,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010151,sz2306120772745660,393,161124,Women Apparel,4XL,94%Cotton & 6%Elastane,"$ 109,000",,
ZXQQPW2401190010152,sf2206273923367788,284,161125,Women Apparel,1XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010163,sz2308306067721070,416,161126,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010166,sz2309050327020630,402,161127,Women Apparel,3XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010167,sz2305102416333941,392,161128,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010167,sz2307208538835318,304,161129,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010169,sf2210195163019868,306,161130,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010170,sz2310134624825006,362,161131,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010171,sz2307203072212362,459,161132,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010171,sz2309049979388948,316,161133,Women Apparel,2XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010173,sz2309041772102337,431,161134,Women Apparel,3XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010175,sz2311154776215014,389,161135,Women Apparel,3XL,96%Polyester & 4%Elastane,"$ 109,000",,
ZXQQPW2401190010175,sz2307112374270702,541,161136,Women Apparel,3XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010175,sf2112149441498333,314,161137,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010178,sz2305268160285347,544,161138,Women Apparel,1XL,90%Polyamide & 10%Elastane,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/16/8c/169744088766c74168e6ec1878e54a4f30dc8447ce_thumbnail_405x552.jpg,
ZXQQPW2401190010178,sz2310081801097713,313,161139,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010178,sz2310234692861164,436,161140,Women Apparel,4XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010178,sz2308169933118858,515,161141,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010178,sz2310275921935221,583,161142,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010184,sz2310140203424115,407,161143,Women Apparel,0XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010184,sz2309260206622646,300,161144,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010192,sz2311025959417412,470,161145,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010192,sf2210061267070002,275,161146,Women Apparel,3XL,20%Elastane & 20%Metallized Fibres & 60%Polyamide,"$ 109,000",,
ZXQQPW2401190010195,sz2310161426739227,480,161147,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010195,sz2309017946096776,510,161148,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010198,sz2304114337407155,402,161149,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010198,sz2308312232689225,355,161150,Women Apparel,1XL,100%Polyurethane,"$ 109,000",,
ZXQQPW2401190010198,sz2310234692861164,436,161151,Women Apparel,4XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010198,sf2302205515181000,557,161152,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010198,sz2309017946096776,510,161153,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010255,sz2310181123373169,400,161154,Women Apparel,4XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010260,sz2308055581556881,687,161155,Women Apparel,4XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010260,sz2308157103046020,310,161156,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010260,sz2309013981551122,489,161157,Women Apparel,4XL,5%Elastane & 95%Viscose,"$ 109,000",,
ZXQQPW2401190010278,sz2311025959417412,446,161158,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010278,sz2310092081802706,419,161159,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010292,sz2310043052991291,479,161160,Women Apparel,3XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401210010659,sz2308029882160036,221,161161,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401210010663,sz2308165268881542,465,161162,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401210010663,sz2308241751718911,472,161163,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401210010668,sz2311151582280589,330,161164,Women Apparel,0XL,96%Polyester & 4%Elastane,"$ 109,000",,
ZXQQPW2401220010041,sz2307113117962879,692,161165,Women Apparel,2XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401220010042,sf2211114949793611,815,161166,Women Apparel,3XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010042,sz2309010777012643,482,161167,Women Apparel,1XL,50%Polyamide & 50%Polyester,"$ 109,000",,
ZXQQPW2401220010043,sz2311245576269625,311,161168,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010043,sf2209306577255447,482,161169,Women Apparel,3XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010044,sz2310121388108632,326,161170,Women Apparel,2XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010044,sz2308084392771771,745,161172,Women Apparel,US32/34,100%Polyester,"$ 109,000",,
ZXQQPW2401220010044,sz2309102855726681,205,161173,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010044,sz2307227712771718,207,161174,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010045,sz2310123515142842,611,161182,Women Apparel,4XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010045,sf2212053156141064,327,161176,Women Apparel,1XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401220010045,sz2310146614003301,462,161177,Women Apparel,3XL,96%Polyester & 4%Elastane,"$ 109,000",,
ZXQQPW2401220010046,sz2311025959417412,446,161178,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010047,sz2307103008192091,339,161179,Women Apparel,1XL,94%Polyester & 6%Elastane,"$ 109,000",,
ZXQQPW2401220010047,sz2309063500820993,361,161180,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010047,sz2309252124061197,362,161181,Women Apparel,3XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401220010052,sz2310123515142842,558,161175,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010053,sz2308037916053078,532,161183,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010053,sz2308187117699166,483,161184,Women Apparel,2XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010053,sz2306266482211111,438,161185,Women Apparel,3XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010053,sz2307061794672837,358,161186,Women Apparel,0XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010074,sz2310074562561434,263,161187,Women Apparel,2XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401220010074,sf2208088174562222,464,161188,Women Apparel,2XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010074,sz2308113843441680,378,161189,Women Apparel,4XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010082,sz2309053525611206,190,161190,Women Apparel,3XL,100%Polyamide,"$ 109,000",,
ZXQQPW2401220010082,sz2310232452942691,385,161191,Women Apparel,2XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010087,sz2310126661541367,231,161192,Women Apparel,0XL,100%Viscose,"$ 109,000",,
ZXQQPW2401220010093,sz2308303483388341,280,161193,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010095,sz2309131893936437,297,161194,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401220010095,sz2308230263739613,469,161195,Women Apparel,US24/26,29%Viscose & 67%Polyester & 4%Elastane,"$ 109,000",,
ZXQQPW2401220010099,sz2308169535193115,754,161196,Women Apparel,2XL,93%Polyester & 7%Elastane,"$ 109,000",,
ZXQQPW2401220010102,sz2307242877687081,503,161197,Women Apparel,4XL,100%Cotton,"$ 109,000",,
ZXQQPW2401170010106,sz2305197037637623,318,17103,Women Apparel,XS,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010129,sz2306238226553636,595,17104,Women Apparel,M,98%Polyester & 2%Elastane,"$ 109,000",,
ZXQQPW2401190010129,sw2301142795767821,313,17105,Women Apparel,XS,100%Polyester,"$ 109,000",,
ZXQQPW2401190010134,sS1910110001926526,307,17109,Women Apparel,M,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010134,sz2305158221123615,308,17110,Women Apparel,S,100%Polyester,EXISTE,,
ZXQQPW2401190010146,sz2309059360535031,939,17111,Women Apparel,XXL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010157,sz2306164352343171,199,17112,Women Apparel,S,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010157,sw2211150120820652,274,17113,Women Apparel,S,100%Polyester,"$ 109,000",,
ZXQQPW2401190010159,sz2304210281222800,294,17114,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401190010169,sz2306216361419462,364,17115,Women Apparel,Petite XS,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010170,sz2309059360535031,755,17116,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401190010260,sz2310168537122835,318,17119,Women Apparel,S,6%Elastane & 94%Polyester,"$ 109,000",,
ZXQQPW2401190010292,sz2308208500671139,386,17121,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401210010663,sz2308045862627756,553,17122,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401220010041,sw2212066267486097,228,17123,Women Apparel,L,3%Elastane & 97%Polyester,"$ 109,000",,
ZXQQPW2401220010043,sz2311084511775536,308,17124,Women Apparel,M,20%Metallized Fibres & 75%Polyamide & 5%Elastane,"$ 109,000",,
ZXQQPW2401220010044,sz2308186313675897,443,17125,Women Apparel,M,100%Polyester,"$ 109,000",,
ZXQQPW2401220010045,sz2303132316160136,368,17127,Women Apparel,S,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010047,sw2212014351782046,500,17129,Women Apparel,L,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010047,sz2309211699655252,511,17130,Women Apparel,S,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401190010134,sf2204024767479156,186,17135,Women Apparel,1XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010150,sz2309060722322222,611,17136,Women Apparel,1XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401190010152,sf2212033232217278,235,17137,Women Apparel,2XL,100%Polyester,"$ 109,000",,
ZXQQPW2401190010184,sz2309060567782422,346,17138,Women Apparel,4XL,5%Elastane & 95%Polyester,"$ 109,000",,
ZXQQPW2401220010042,sz2310305657911777,292,17139,Women Apparel,1XL,95%Polyester & 5%Elastane,"$ 109,000",,
ZXQQPW2401170010011,sz2307070303002222,273,188573,Women Apparel,S,28%Polyester & 49%Viscose & 23%Polyamide,"$ 83,000",,
ZXQQPW2401170010011,sz2309263428423343,339,18201,Women Apparel,L,100%Viscose,"$ 83,000",,
ZXQQPW2401170010011,sz2308174254457617,280,18101,Women Apparel,one-size,40%Cotton & 40%Acrylic & 20%Polyester,"$ 83,000",,
ZXQQPW2401170010011,sw2106192266639741,238,18202,Women Apparel,M,42%Viscose & 28%Polyester & 30%Polyamide,"$ 83,000",,
ZXQQPW2401170010011,sz2307222713817050,430,18501,Women Apparel,L,100%Acrylic,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/09/20/a9/16952081553eb347053009c8b58509195b8f2a07a4_thumbnail_405x552.jpg,
ZXQQPW2401170010011,sz2310298477445888,583,18502,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/12/12/15/1702353335dcd32fb68565130d716873209da4bb9b_thumbnail_405x552.jpg,
ZXQQPW2401170010011,sz2311189088772830,603,18503,Women Apparel,M,28%Polyamide & 20%Polyester & 52%Viscose,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/23/14/170070409666484fc931fa04f35d4d6e032c9154be_thumbnail_405x552.jpg,
ZXQQPW2401170010011,sz2309126455550245,420,18401,Women Apparel,L,65%Cotton & 35%Polyester,"$ 109,000",,
ZXQQPW2401170010012,sz2311208124211101,317,18205,Women Apparel,S,42%Acrylic & 28%Polyamide & 30%Polyester,"$ 83,000",,
ZXQQPW2401170010046,sz2310094262456776,522,18504,Women Apparel,M,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/11/6d/16996993027f4d41b35ff2ababca8f4677d72c4b25_thumbnail_405x552.jpg,
ZXQQPW2401170010046,sz2307065737888376,433,18209,Women Apparel,M,100%Acrylic,"$ 83,000",,
ZXQQPW2401170010051,sz2305184801711731,212,18211,Women Apparel,M,40%Viscose & 60%Polyester,"$ 83,000",,
ZXQQPW2401170010051,sz2306218617614400,184,18213,Women Apparel,one-size,100%Acrylic,"$ 83,000",,
ZXQQPW2401170010051,sw2108121571115441,262,18102,Women Apparel,L,100%Polyester,"$ 83,000",,
ZXQQPW2401170010051,sz2307183795471317,705,18402,Women Apparel,M,75%Cotton & 25%Acrylic,"$ 83,000",,
ZXQQPW2401170010052,sz2310087881073877,451,18505,Women Apparel,L,100%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/10/12/a0/16970768996793a46fb3eb9c7e4e84dc99c7a3f427_thumbnail_405x552.jpg,
ZXQQPW2401170010052,sz2309122541132318,828,18403,Women Apparel,one-size,100%Acrylic,"$ 83,000",,
ZXQQPW2401170010053,sz2311212541854177,414,18506,Women Apparel,M,100%Acrylic,EXISTE,,
ZXQQPW2401170010053,sz2309052530802138,850,18404,Women Apparel,one-size,100%Polyester,"$ 109,000",,
ZXQQPW2401170010053,sz2311016999746970,352,18217,Women Apparel,L,100%Polyester,"$ 83,000",,
ZXQQPW2401170010054,sz2307147446867256,339,18103,Women Apparel,M,100%Polyester,"$ 83,000",,
ZXQQPW2401170010054,sz2308046269019119,449,18507,Women Apparel,one-size,100%Acrylic,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/08/14/68/1692024429c941d66a093bebec31155d3d5050cb53_thumbnail_405x552.jpg,
ZXQQPW2401170010054,sw2209281417104707,443,18508,Women Apparel,L,55%Viscose & 18%Polyamide & 27%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2022/11/04/1667525803f61d7b463a6fa5e65a3dcf288013f888_thumbnail_405x552.jpg,
ZXQQPW2401170010054,sw2209281417104707,430,18509,Women Apparel,M,55%Viscose & 18%Polyamide & 27%Polyester,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2022/11/04/1667525803f61d7b463a6fa5e65a3dcf288013f888_thumbnail_405x552.jpg,
ZXQQPW2401170010054,sz2304183962241663,455,18510,Women Apparel,M,27%Polyester & 18%Polyamide & 55%Viscose,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/04/25/1682421418aff7138d58b93633dac1f216cf7bbdd2_thumbnail_405x552.jpg,
ZXQQPW2401170010054,sz2309132800762923,352,18104,Women Apparel,XL,100%Polyester,"$ 83,000",,
ZXQQPW2401170010106,sz2310092233795054,384,18106,Women Apparel,L,100%Acrylic,EXISTE X 2,,
ZXQQPW2401170010106,sz2309048082083068,602,18107,Women Apparel,L,100%Acrylic,"$ 83,000",,
ZXQQPW2401190010130,sz2308188557799799,349,18227,Women Apparel,XXL,100%Polyester,"$ 83,000",,
ZXQQPW2401190010130,sz2310163309914488,516,18511,Women Apparel,M,100%Polyester,"$ 83,000",,
ZXQQPW2401190010130,sz2311038390699758,405,18228,Women Apparel,M,100%Polyamide,"$ 83,000",,
ZXQQPW2401190010130,sz2311029103313301,467,18229,Women Apparel,M,100%Polyester,"$ 83,000",,
ZXQQPW2401190010134,sz2309176767807522,499,18512,Women Apparel,XS,28%Polyester & 22%Polyamide & 50%Viscose,"$ 109,000",http://img.ltwebstatic.com/images3_pi/2023/11/07/dc/16993538275c9d17095b4a8dc9a990b2746c332de5_thumbnail_405x552.jpg,
